Name,Rating,Pace,Shooting,Passing,Dribbling,Defense,Physical,Vision,Reflex,Composure,Jumping,Foot,Age
Pervis Estupiñán,80,78,57,75,79,77,75,72,77,75,80,Left,26
Wladimiro Falcone,80,83,79,75,84,27,76,35,68,44,59,Right,29
João Félix,80,80,78,77,84,40,67,80,80,84,77,Right,24
Suso,80,72,76,80,83,32,51,79,76,76,60,Left,30
Seko Fofana,80,71,77,76,78,73,86,79,80,77,79,Right,29
Juan Foyth,80,71,46,71,72,81,77,65,78,67,84,Right,26
Javi Galán,80,79,56,74,79,77,72,60,76,68,81,Left,29
Pepelu,80,68,70,80,77,75,78,80,77,75,72,Right,26
Nuno Santos,80,83,81,76,80,70,76,76,79,75,77,Left,29
Joe Gomez,80,82,28,71,72,80,79,65,78,74,86,Right,27
Nicolás González,80,85,76,73,83,45,62,69,76,76,79,Left,26
Mario Götze,80,55,74,83,83,55,69,86,81,87,63,Right,32
Vincenzo Grifo,80,69,77,82,81,43,64,78,82,77,65,Right,31
Nemanja Gudelj,80,54,73,78,70,79,85,74,79,80,82,Right,32
Albert Guðmundsson,80,87,79,70,83,37,72,73,79,78,87,Right,27
Mattéo Guendouzi,80,72,71,78,79,75,81,81,79,82,76,Right,25
Malo Gusto,80,88,49,75,78,73,75,76,76,76,76,Right,21
Miguel Gutiérrez,80,81,64,76,80,75,72,77,79,70,78,Left,23
Amadou Haidara,80,66,72,79,81,72,69,79,79,77,68,Right,26
Danilo Pereira,80,50,63,70,70,80,84,70,80,77,81,Right,33
Jordan Henderson,80,64,72,81,76,75,78,78,81,76,73,Right,34
Morten Hjulmand,80,65,66,76,74,75,83,78,79,77,76,Right,25
Pierre-Emile Højbjerg,80,50,73,76,74,77,80,73,79,79,71,Right,29
Ibañez,80,85,32,45,60,81,82,34,76,74,92,Right,25
Bento,80,79,76,77,83,28,81,69,77,30,58,Right,25
Thomas Lemar,80,81,77,81,83,67,64,81,78,81,70,Left,28
Dominik Livaković,80,80,76,71,83,56,80,60,81,64,74,Right,29
Giovani Lo Celso,80,69,74,81,83,68,71,84,80,82,71,Left,28
David López,80,45,60,71,66,82,75,75,78,71,80,Right,34
Harry Maguire,80,37,57,70,65,80,82,69,78,81,81,Right,31
Reinildo,80,84,55,68,75,78,79,64,77,73,88,Left,30
Iván Martín,80,75,75,79,81,68,63,80,78,77,65,Left,25
Nemanja Matić,80,35,67,76,76,78,78,72,81,88,69,Left,36
Bryan Mbeumo,80,84,80,74,80,49,76,76,76,76,81,Left,25
Facundo Medina,80,73,36,69,72,80,79,68,81,79,83,Left,25
Édouard Mendy,80,78,77,75,81,34,79,50,80,57,64,Right,32
Dries Mertens,80,68,78,81,81,43,50,81,84,87,47,Right,37
Daniel Muñoz,80,84,66,72,76,75,82,69,78,75,88,Right,28
Vedat Muriqi,80,53,82,63,73,29,82,66,82,75,82,Left,30
João Mário,80,68,76,80,82,64,68,81,81,86,67,Right,31
Jesús Navas,80,81,68,79,80,76,55,80,76,79,67,Right,38
David Neres,80,86,75,75,86,43,64,79,78,85,70,Left,27
Alexander Nübel,80,81,76,81,82,48,78,65,79,69,70,Right,27
Mario Pašalić,80,69,78,77,81,67,77,78,74,77,75,Right,29
Vangelis Pavlidis,80,75,82,67,78,44,82,67,79,77,82,Right,25
Matteo Politano,80,80,78,78,83,42,54,74,81,79,53,Left,31
Ivan Rakitić,80,48,79,83,77,74,70,84,77,79,66,Right,36
Amir Rrahmani,80,69,51,58,61,82,78,48,79,70,79,Right,30
Ruiz de Galarreta,80,72,65,77,79,77,76,79,79,82,71,Right,31
Allan Saint-Maximin,80,89,72,73,87,29,68,76,76,82,77,Right,27
Davinson Sánchez,80,77,47,55,65,79,82,48,78,63,88,Right,28
Diego Carlos,80,63,47,63,67,79,76,63,80,75,83,Right,31
Téji Savanier,80,60,76,84,82,68,68,85,78,84,61,Right,32
Kasper Schmeichel,80,77,76,79,78,42,80,59,80,65,64,Right,37
William Carvalho,80,37,68,78,76,76,84,83,75,86,72,Right,32
Mohamed Simakan,80,75,43,65,69,81,80,63,78,76,88,Right,24
Sebastian Szymański,80,81,77,79,79,51,67,81,79,76,73,Left,25
Mehdi Taremi,80,78,79,75,81,38,73,81,82,84,80,Right,32
James Tarkowski,80,47,45,64,59,81,81,62,78,75,80,Right,31
Jean-Clair Todibo,80,81,47,64,69,80,78,58,77,78,89,Right,24
Ivan Toney,80,77,81,71,75,51,81,76,78,81,91,Right,28
Ferran Torres,80,84,78,76,81,35,68,78,82,82,85,Right,24
Hamari Traoré,80,82,57,72,76,75,78,66,76,72,83,Right,32
Lars Unnerstall,80,80,80,66,83,32,80,42,75,58,60,Right,34
André Silva,80,74,80,71,81,46,77,74,83,84,90,Right,28
Hans Vanaken,80,45,79,83,77,60,76,89,82,86,75,Right,32
Jordan Veretout,80,75,75,78,79,75,80,79,80,80,77,Right,31
Timo Werner,80,91,79,69,80,35,69,68,79,74,85,Right,28
Mats Wieffer,80,70,66,74,75,76,83,74,76,80,84,Right,24
Axel Witsel,80,34,63,77,75,83,75,75,82,85,75,Right,35
Barış Alper Yılmaz,80,91,75,71,82,67,84,74,78,71,88,Right,24
Warren Zaïre-Emery,80,79,68,77,80,75,78,80,79,77,80,Right,18
André-Franck Zambo Anguissa,80,75,67,71,76,77,88,74,84,80,84,Right,28
Lucas Zelarayán,80,71,77,79,83,46,67,80,78,70,67,Right,32
Hakim Ziyech,80,74,77,82,80,50,66,84,76,79,61,Left,31
Zubeldia,80,78,63,74,73,80,82,72,80,73,85,Right,27
Karim Adeyemi,79,96,73,71,81,34,70,71,77,76,90,Left,22
Nayef Aguerd,79,67,50,64,64,81,75,62,79,72,81,Left,28
Rayan Aït-Nouri,79,84,52,73,82,73,70,70,78,74,77,Left,23
Raúl Albiol,79,33,41,62,63,83,67,64,77,75,73,Right,39
Kepa,79,78,77,83,82,40,77,60,76,62,60,Right,29
Emil Audero,79,80,74,73,83,53,76,30,76,56,67,Right,27
Ezequiel Ávila,79,77,80,65,77,45,85,68,78,72,92,Right,30
Azpilicueta,79,59,55,76,72,81,74,72,83,78,80,Right,35
Álex Baena,79,74,75,80,78,65,67,82,78,74,69,Right,23
Alexander Bah,79,91,65,72,75,74,81,75,78,76,82,Right,26
Johan Bakayoko,79,86,71,70,82,33,63,74,78,72,70,Left,21
Leonardo Balerdi,79,64,45,62,68,80,77,60,75,72,82,Right,25
Éver Banega,79,52,73,81,78,73,73,80,76,78,58,Right,36
Abdülkerim Bardakcı,79,61,45,71,69,79,86,69,75,76,87,Left,30
Yuri Berchiche,79,79,68,74,75,77,83,71,80,78,89,Left,34
Steven Berghuis,79,72,80,82,79,39,66,83,77,80,60,Left,32
Steven Bergwijn,79,80,76,74,82,41,70,76,79,76,75,Right,26
Cristiano Biraghi,79,72,69,78,76,76,73,72,79,82,75,Left,32
Marco Bizot,79,79,76,72,80,46,79,56,76,47,66,Right,33
Sacha Boey,79,82,55,66,77,78,80,58,79,76,81,Right,24
Giacomo Bonaventura,79,65,78,80,80,70,64,80,79,82,68,Right,35
Jarrad Branthwaite,79,71,37,53,59,79,77,35,79,74,83,Left,22
Brian Brobbey,79,85,76,57,73,30,80,55,79,78,92,Right,22
Marcin Bułka,79,79,76,71,81,27,79,49,73,58,65,Right,24
Matheus Cunha,79,84,78,76,83,44,75,77,79,80,81,Right,25
Matty Cash,79,77,66,71,75,75,76,66,79,72,68,Right,27
Valentin Castellanos,79,72,79,69,75,42,77,74,79,75,84,Right,25
Catena,79,65,39,63,53,80,78,55,75,71,85,Right,29
Dani Ceballos,79,63,70,79,82,70,67,80,77,81,58,Right,28
Ben Chilwell,79,76,60,78,77,75,72,73,78,75,73,Left,27
Jordy Clasie,79,57,64,79,75,72,69,78,77,78,52,Right,33
Dante,79,32,52,69,65,81,79,65,78,80,75,Left,40
Charles De Ketelaere,79,69,77,78,81,55,70,82,76,72,77,Left,23
Marten de Roon,79,64,71,75,75,82,83,70,78,83,78,Right,33
Romain Del Castillo,79,84,76,78,81,42,65,77,72,78,74,Left,28
Ermedin Demirović,79,69,81,72,77,41,79,76,81,73,78,Right,26
Sergiño Dest,79,91,60,75,82,72,69,76,77,75,76,Right,23
Boulaye Dia,79,81,80,62,77,27,75,65,78,75,87,Right,27
Samuel Lino,79,83,70,73,80,51,66,74,76,75,72,Right,24
Lucas Digne,79,73,68,78,76,76,74,75,76,79,80,Left,31
Stole Dimitrievski,79,78,80,74,79,36,78,51,77,53,66,Right,30
Axel Disasi,79,57,48,60,59,80,81,55,78,72,82,Right,26
Alexander Djiku,79,75,43,67,69,79,81,61,76,77,88,Right,30
Cheick Doucouré,79,65,57,70,75,76,76,74,76,77,71,Right,24
Lewis Dunk,79,41,52,68,65,80,80,67,79,81,77,Right,32
Hugo Duro,79,73,79,67,76,47,75,68,79,78,88,Left,24
Marcus Edwards,79,85,70,72,85,30,48,75,78,73,53,Left,25
Stephan El Shaarawy,79,82,75,76,83,49,62,78,76,77,77,Right,31
Eljif Elmas,79,73,72,74,82,66,67,77,78,73,72,Right,24
Aritz Elustondo,79,64,39,64,61,80,77,32,84,77,82,Right,30
Lewis Ferguson,79,75,78,75,80,73,82,79,74,75,84,Right,25
Mark Flekken,79,80,74,83,82,32,77,43,78,39,63,Right,31
Emil Forsberg,79,65,72,81,81,36,61,82,78,77,57,Right,32
Chris Führich,79,83,69,72,85,51,59,71,76,72,66,Right,26
Álvaro García,79,88,69,75,78,51,43,78,79,75,57,Left,31
Alejandro Garnacho,79,86,75,72,81,37,59,73,77,72,60,Right,20
Lutsharel Geertruida,79,75,57,70,76,79,78,69,76,77,89,Right,24
Morgan Gibbs-White,79,75,74,79,80,57,69,80,78,76,72,Right,24
Carles Gil,79,70,71,80,79,38,62,85,79,76,58,Left,31
Santiago Giménez,79,79,80,70,76,49,75,75,74,78,81,Left,23
Moi Gómez,79,66,75,80,78,61,61,80,78,75,64,Right,30
João Neves,79,81,68,75,80,75,80,78,81,81,82,Right,19
Robin Gosens,79,72,74,73,75,76,80,67,79,77,88,Left,30
Mason Greenwood,79,83,80,75,81,36,60,76,72,75,75,Left,22
Guruzeta,79,75,79,71,78,42,80,74,79,75,89,Right,28
Sébastien Haller,79,56,79,63,75,51,73,73,82,85,84,Right,30
Dean Henderson,79,80,76,78,81,55,75,55,75,60,68,Right,27
Franck Honorat,79,80,77,77,78,53,63,76,72,74,68,Right,28
Hiroki Ito,79,77,57,71,72,80,75,66,83,76,86,Left,25
Nicolas Jackson,79,83,78,65,80,40,73,68,77,75,89,Right,23
Curtis Jones,79,68,71,75,81,70,75,76,79,82,68,Right,23
Luka Jović,79,75,79,68,79,30,72,70,80,81,90,Right,26
İrfan Can Kahveci,79,73,79,79,80,58,66,79,74,75,60,Left,29
Lukas Klostermann,79,82,50,64,70,81,76,55,81,68,89,Right,28
Robin Koch,79,65,38,61,65,80,76,64,79,80,80,Right,28
Sead Kolašinac,79,64,63,67,68,79,83,65,79,70,82,Left,31
Geoffrey Kondogbia,79,67,71,75,75,80,88,77,76,81,87,Left,31
Erik Lamela,79,76,77,78,82,54,68,77,78,76,72,Left,32
Noa Lang,79,82,75,72,84,50,70,74,78,82,71,Right,25
Manuel Lazzari,79,93,62,76,82,70,66,74,78,76,66,Right,30
Lee Kang In,79,74,74,80,82,50,66,80,76,81,71,Left,23
Pierre Lees-Melou,79,62,72,78,77,73,76,78,78,78,70,Right,31
Mario Lemina,79,69,67,75,75,78,80,73,78,78,83,Right,31
Jefferson Lerma,79,72,71,71,74,77,81,63,76,70,87,Right,29
Philipp Lienhart,79,69,28,59,64,81,75,53,78,75,85,Right,28
Matheus,79,82,75,81,80,45,77,52,75,46,68,Right,32
Hugo Lloris,79,81,76,67,82,54,78,57,75,53,55,Left,37
Pedro Neto,79,88,74,72,83,31,59,76,74,69,68,Left,24
Anthony Lopes,79,80,76,69,83,65,76,48,78,65,76,Left,33
Pau López,79,77,77,79,82,48,80,69,74,62,60,Left,29
Castello Lukeba,79,70,43,68,73,80,73,69,79,80,84,Left,21
Dodi Lukébakio,79,84,78,70,82,31,59,70,74,76,74,Left,26
Robert Sánchez,79,79,77,75,80,58,79,60,78,62,73,Right,26
Ian Maatsen,79,86,65,75,81,72,63,72,78,74,70,Left,22
Pablo Maffeo,79,82,52,70,79,76,70,64,73,62,81,Right,27
José Sá,79,80,75,70,81,52,78,50,77,45,72,Right,31
Omar Marmoush,79,89,78,66,83,32,71,74,76,79,80,Right,25
Arnau Martínez,79,80,50,72,74,74,70,65,79,65,82,Right,21
Adam Marušić,79,87,66,67,74,76,80,60,76,75,92,Right,31
Jean-Philippe Mateta,79,76,78,63,73,39,82,65,76,78,87,Right,27
Borja Mayoral,79,71,80,71,77,39,67,70,77,80,85,Right,27
Chancel Mbemba,79,73,57,65,68,80,81,63,77,73,86,Right,30
Callum McGregor,79,79,74,77,80,71,78,79,83,83,73,Left,31
Medrán,79,60,71,82,79,63,69,82,78,81,69,Right,30
Nikola Milenković,79,58,45,62,62,79,82,55,76,78,87,Right,26
Takumi Minamino,79,79,74,75,82,40,64,79,78,78,69,Right,29
Tyrone Mings,79,64,44,67,64,78,80,57,76,71,83,Left,31
Maximilian Mittelstädt,79,74,62,72,77,77,72,62,79,76,76,Left,27
Álex Moreno,79,79,66,74,77,76,68,74,79,60,74,Left,31
Hidemasa Morita,79,69,72,76,79,74,77,77,79,80,67,Right,29
Florentino,79,55,47,65,73,79,78,69,76,76,73,Right,25
Hany Mukhtar,79,82,75,77,80,44,64,80,79,79,67,Right,29
Nordi Mukiele,79,77,49,68,71,80,80,64,72,71,85,Right,26
Juan Musso,79,79,77,73,82,44,81,48,70,67,68,Right,30
Galeno,79,93,76,70,82,38,68,69,78,85,69,Right,26
Matt O'Riley,79,69,77,80,77,67,76,83,79,81,74,Left,23
Jonas Omlin,79,79,77,76,82,52,75,48,74,55,74,Right,30
Ayoze Pérez,79,78,73,76,82,58,65,77,78,77,80,Right,31
Mattia Perin,79,79,79,71,81,57,79,44,74,65,63,Right,31
Matteo Pessina,79,68,70,77,78,72,71,80,78,78,69,Left,27
Đorđe Petrović,79,79,78,73,81,41,77,50,79,62,67,Right,24
Ethan Pinnock,79,67,36,56,61,81,83,58,77,71,86,Left,31
Yeremy Pino,79,76,73,76,79,38,46,76,74,60,52,Right,21
Soufiane Rahimi,79,85,77,73,78,38,66,76,75,74,77,Right,28
Gonçalo Ramos,79,76,77,64,77,47,81,63,81,75,89,Right,23
Antonee Robinson,79,88,46,71,77,74,77,63,75,67,82,Left,27
Kaku,79,81,72,81,80,52,64,84,74,73,60,Left,29
Oriol Romeu,79,40,54,68,67,79,81,74,76,75,76,Right,32
Valentin Rongier,79,65,65,75,78,75,78,75,78,81,71,Right,29
Frederik Rønnow,79,79,79,69,81,47,78,48,76,31,66,Right,32
Gerónimo Rulli,79,78,76,80,81,54,79,61,77,61,72,Right,32
Julian Ryerson,79,75,63,70,76,76,80,62,77,74,73,Right,26
Pape Matar Sarr,79,70,65,75,78,76,75,77,79,79,73,Right,22
Gianluca Scamacca,79,65,81,67,74,36,74,71,76,79,87,Right,25
Perr Schuurs,79,69,64,74,69,81,74,70,75,77,79,Right,24
Benjamin Šeško,79,85,78,63,77,46,78,61,71,76,93,Right,21
Mário Rui,79,80,56,77,80,74,68,69,76,71,71,Left,33
Wilfried Singo,79,77,57,70,73,77,83,64,79,75,87,Right,23
Łukasz Skorupski,79,79,76,68,83,51,78,32,76,58,63,Right,33
Tomáš Souček,79,50,72,71,68,80,83,70,78,73,82,Right,29
Leonardo Spinazzola,79,88,65,74,79,76,69,76,79,75,80,Right,31
António Silva,79,80,37,64,69,79,80,69,79,77,83,Right,20
Pietro Terracciano,79,80,77,73,83,41,79,42,70,63,63,Right,34
Martin Terrier,79,82,80,75,79,36,72,77,76,79,86,Right,27
Kieran Tierney,79,80,60,75,77,76,75,74,79,75,76,Left,27
Quinten Timber,79,77,76,75,79,75,81,78,80,75,86,Right,23
Jurriën Timber,79,78,47,67,76,80,78,64,78,85,84,Right,23
Rafael Tolói,79,61,52,58,64,81,79,50,78,84,82,Right,33
Edin Višća,79,82,78,76,81,47,63,79,74,81,66,Right,34
Nikola Vlašić,79,75,76,76,82,58,72,78,77,77,76,Right,26
Aaron Wan-Bissaka,79,82,51,68,77,77,72,65,77,78,72,Right,26
James Ward-Prowse,79,57,73,86,75,66,72,82,73,78,65,Right,29
Julian Weigl,79,54,64,76,75,74,73,75,78,78,71,Right,29
Yoane Wissa,79,85,79,70,79,29,71,72,76,74,78,Right,28
Denis Zakaria,79,80,67,72,76,78,84,72,78,82,83,Right,27
Davide Zappacosta,79,76,68,74,75,76,70,68,73,73,75,Right,32
Edon Zhegrova,79,85,71,76,82,25,62,76,75,76,66,Left,25
Oleksandr Zinchenko,79,66,66,83,82,76,69,82,79,78,74,Left,27
Joshua Zirkzee,79,73,77,72,83,37,73,79,78,83,85,Right,23
Carlos Augusto,79,81,72,77,80,75,80,76,76,77,86,Left,25
Saud Abdulhamid,78,92,46,67,72,71,77,59,72,64,73,Right,25
Tammy Abraham,78,78,76,65,75,36,77,76,80,80,92,Right,26
Tosin Adarabioyo,78,72,35,63,63,78,78,60,76,77,85,Right,26
Amine Adli,78,83,76,69,82,42,74,71,76,71,92,Left,24
Joseph Aidoo,78,75,27,47,50,77,88,23,73,63,89,Right,28
Miguel Almirón,78,87,75,73,80,57,65,74,77,75,62,Left,30
Nadiem Amiri,78,67,74,80,82,60,69,82,78,81,65,Right,27
Sofyan Amrabat,78,65,69,73,75,74,80,74,74,75,73,Right,28
Michail Antonio,78,77,74,72,76,54,82,73,81,72,93,Right,34
Mauro Arambarri,78,60,65,72,74,78,78,72,76,70,75,Right,28
Cristian Arango,78,75,79,71,77,36,74,78,78,80,88,Right,29
Benoît Badiashile,78,62,47,67,60,78,77,67,76,72,82,Left,23
Antonín Barák,78,69,77,79,79,65,73,78,77,80,76,Left,29
Ricardo Pereira,78,73,66,76,77,77,71,76,78,81,77,Right,30
Melvin Bard,78,78,52,69,74,75,76,64,75,70,76,Left,23
Ross Barkley,78,53,75,78,77,63,74,80,79,81,72,Right,30
Marc Bartra,78,68,61,71,72,78,75,74,81,75,84,Right,33
Maximilian Beier,78,89,79,65,79,26,60,67,79,70,74,Right,21
Andrea Belotti,78,69,77,58,75,38,80,61,79,81,88,Right,30
Fran Beltrán,78,58,56,77,75,76,66,78,74,66,66,Right,25
Saïd Benrahma,78,73,75,75,82,40,57,78,75,76,61,Right,29
Ramy Bensebaini,78,75,70,70,75,78,77,63,76,75,86,Left,29
Nabil Bentaleb,78,52,72,77,79,71,75,81,76,80,69,Left,29
Mergim Berisha,78,71,79,72,75,37,72,73,78,75,83,Right,26
Jan-Niklas Beste,78,78,72,79,76,60,64,75,67,70,60,Left,25
Veljko Birmančević,78,78,73,74,81,38,59,76,77,80,65,Right,26
Olivier Boscagli,78,67,50,75,76,80,75,76,78,79,82,Left,26
Lilian Brassier,78,69,37,65,69,79,75,61,76,71,83,Left,24
Ante Budimir,78,59,79,52,74,35,77,39,75,72,86,Left,33
Emiliano Buendía,78,69,74,80,82,66,66,83,74,77,78,Right,27
Roman Bürki,78,82,75,60,82,46,73,57,75,64,72,Right,33
Dan Burn,78,42,36,67,63,77,84,60,76,73,70,Left,32
Nélson Semedo,78,80,56,69,78,74,73,64,76,76,74,Right,30
Riccardo Calafiori,78,69,65,70,72,78,77,60,78,70,82,Left,22
Maxence Caqueret,78,75,62,75,79,75,73,77,79,79,66,Right,24
Daniel Podence,78,84,66,71,84,33,49,77,76,76,52,Right,28
Trevoh Chalobah,78,67,50,67,67,78,78,66,76,73,84,Right,25
Andrea Colpani,78,76,76,78,78,65,70,76,76,75,75,Left,25
Murillo,78,72,43,61,67,78,82,49,76,76,82,Left,22
Vladimír Coufal,78,65,56,72,73,77,80,68,77,72,76,Right,32
Kerem Demirbay,78,62,76,79,79,69,75,80,76,78,64,Left,31
Kiernan Dewsbury-Hall,78,67,71,77,78,69,77,77,81,78,77,Left,26
Dénes Dibusz,78,77,72,74,82,27,77,47,74,65,48,Right,33
Ousmane Diomande,78,80,26,53,73,77,83,38,78,74,89,Right,20
Berat Djimsiti,78,65,39,59,48,80,79,56,74,74,86,Right,31
Marko Dmitrović,78,76,77,78,78,37,79,45,75,59,71,Left,32
Ritsu Doan,78,78,64,74,83,40,60,76,74,74,67,Left,26
Danilho Doekhi,78,58,42,59,65,78,80,57,76,75,86,Right,26
Oscar Dorley,78,78,57,76,79,75,72,74,77,79,75,Left,26
Oscar,78,77,76,78,80,60,68,75,72,76,71,Right,33
Ayoub El Kaabi,78,80,80,61,74,46,70,67,69,61,88,Left,31
Aschraf El Mahdioui,78,65,55,74,73,70,75,73,78,79,54,Right,28
Harvey Elliott,78,74,71,77,81,53,50,81,75,78,49,Left,21
Christian Eriksen,78,50,74,83,76,53,50,83,77,80,50,Right,32
Alfonso Espino,78,87,63,68,73,75,82,60,66,69,84,Left,32
Lucas Perri,78,81,73,80,81,35,75,54,71,44,69,Right,26
Francisco Conceição,78,87,67,71,83,36,50,71,79,72,54,Left,21
Wesley Fofana,78,67,40,60,65,80,75,55,72,72,78,Right,23
Przemysław Frankowski,78,90,72,75,76,70,73,76,78,78,79,Right,29
Levi García,78,89,77,71,81,35,82,73,73,79,95,Left,26
Eric García,78,62,44,70,70,80,71,70,78,78,75,Right,23
Rubén García,78,76,76,79,78,45,52,78,73,67,61,Left,31
Fran García,78,89,49,69,77,71,69,63,72,69,75,Left,25
Federico Gatti,78,75,37,51,61,80,76,40,73,75,87,Right,26
Ryan Gauld,78,84,67,77,82,51,54,81,78,78,64,Left,28
João Gomes,78,70,65,72,74,76,75,73,75,72,73,Right,23
Campaña,78,65,72,81,79,68,71,83,74,81,72,Right,31
Ismaily,78,76,64,73,78,73,75,71,77,79,77,Left,34
Amine Gouiri,78,77,80,75,79,45,71,76,76,78,80,Right,24
Jonathan Gradit,78,69,29,63,69,78,79,60,78,75,84,Right,31
Ryan Gravenberch,78,71,76,77,81,68,73,81,74,76,74,Right,22
Michael Gregoritsch,78,53,79,70,70,42,76,70,81,73,85,Left,30
Guaita,78,78,77,78,78,48,77,54,74,62,67,Right,37
Arda Güler,78,72,73,80,82,52,50,80,74,77,51,Left,19
Christian Günter,78,78,58,70,71,74,82,59,77,71,82,Left,31
Abderrazak Hamdallah,78,61,79,70,75,31,79,74,82,77,75,Right,33
Lukáš Haraslín,78,80,74,73,81,40,59,74,77,81,72,Right,28
Cucho Hernández,78,83,77,73,78,42,77,74,76,75,87,Right,25
Héctor Herrera,78,63,74,74,74,75,81,75,77,76,74,Right,34
Ander Herrera,78,59,71,78,78,79,74,78,78,83,70,Right,35
Sergio Herrera,78,78,77,75,78,47,76,37,77,53,66,Right,31
Isak Hien,78,70,37,49,56,78,78,49,73,58,84,Right,25
Andreas Pereira,78,74,77,80,78,66,69,81,77,72,69,Right,28
Rasmus Højlund,78,85,77,59,74,33,84,65,77,75,91,Left,21
Hwang Hee Chan,78,84,77,70,78,39,74,76,80,81,84,Right,28
Borja Iglesias,78,62,80,66,74,40,77,73,80,80,85,Right,31
Lorenzo Insigne,78,79,77,79,81,36,44,79,73,81,60,Right,33
Junya Ito,78,87,69,74,79,58,68,78,73,78,67,Right,31
Juanmi,78,78,77,71,80,31,62,67,79,71,80,Right,31
Brennan Johnson,78,89,74,72,78,43,59,76,72,76,70,Right,23
Sam Johnstone,78,79,79,69,80,41,76,48,73,50,65,Right,31
Joan Jordán,78,54,75,78,75,69,75,81,76,75,61,Right,30
Pierre Kalulu,78,78,50,68,69,79,74,59,78,77,85,Right,24
Kevin Kampl,78,52,66,79,81,64,59,77,80,79,51,Right,33
Rick Karsdorp,78,81,63,74,76,73,80,69,76,80,82,Right,29
Moise Kean,78,84,76,58,76,40,75,58,72,72,91,Right,24
Kodjo Fo-Doh Laba,78,77,78,64,70,25,83,64,78,74,94,Right,32
Gaëtan Laborde,78,70,79,76,79,40,79,78,78,79,88,Left,30
Armand Laurienté,78,80,76,75,80,35,61,74,78,70,64,Right,25
Victor Lindelöf,78,52,51,73,72,80,74,72,78,83,75,Right,30
Tino Livramento,78,83,50,70,79,74,73,65,75,78,75,Right,21
Hirving Lozano,78,88,75,71,80,41,58,73,81,74,73,Right,29
Matheus Nunes,78,83,71,74,81,73,76,77,78,80,74,Right,26
Noni Madueke,78,90,72,72,82,38,67,71,72,75,71,Left,22
Joakim Mæhle,78,76,57,71,74,73,78,66,76,73,78,Right,27
Lovro Majer,78,62,73,80,83,60,71,78,78,78,71,Left,26
Nemanja Maksimović,78,47,73,74,73,77,79,79,80,76,75,Right,29
Steve Mandanda,78,75,77,74,79,49,77,59,77,62,66,Right,39
Solly March,78,75,71,76,79,67,65,77,75,79,65,Left,30
Konstantinos Mavropanos,78,74,56,54,59,79,82,44,72,63,83,Right,26
Weston McKennie,78,76,73,77,78,79,80,76,78,78,90,Right,26
Scott McTominay,78,55,78,71,73,75,84,65,77,70,83,Right,27
Ben Mee,78,45,42,54,57,82,76,52,76,75,86,Left,34
Arthur Cabral,78,71,78,64,76,32,79,68,76,75,88,Right,26
Simon Mignolet,78,77,75,73,80,51,81,63,73,61,71,Right,36
Moncayola,78,64,67,75,78,73,70,77,76,73,66,Right,26
Mason Mount,78,70,77,81,79,61,65,79,78,82,66,Right,25
Neto,78,80,72,73,82,53,76,43,78,60,68,Right,35
Luis Muriel,78,85,78,73,82,29,67,76,78,82,82,Right,33
Rodrigo Becão,78,54,33,56,56,79,79,41,75,72,82,Right,28
Marcão,78,63,36,60,70,78,85,58,79,78,79,Left,28
Wilfred Ndidi,78,65,65,73,74,75,80,72,79,76,78,Right,27
Victor Nelsson,78,63,43,60,67,80,84,59,77,74,83,Right,25
Saúl,78,69,75,76,77,77,75,80,79,80,82,Left,29
M'Bala Nzola,78,88,74,60,75,29,82,53,78,76,93,Left,28
Noah Okafor,78,88,77,72,83,31,73,75,76,78,86,Right,24
Caio Henrique,78,77,58,78,78,72,66,77,74,80,71,Left,27
Amadou Onana,78,72,59,71,72,76,79,78,75,73,81,Right,23
Alex Oxlade-Chamberlain,78,78,75,77,81,67,72,79,79,78,65,Right,31
Willian Pacho,78,79,32,58,61,79,79,47,79,81,88,Left,22
Emerson,78,79,63,75,78,73,65,67,75,77,71,Left,30
Leandro Paredes,78,62,64,83,78,71,77,82,68,82,70,Right,30
Pedraza,78,79,72,72,76,74,75,69,75,66,80,Left,28
Nicolas Pépé,78,87,76,74,81,36,64,74,74,75,77,Left,29
Roberto Pereyra,78,76,74,78,81,68,70,79,76,78,74,Right,33
Stefan Posch,78,75,55,68,65,79,75,55,75,70,86,Right,27
Cameron Puertas,78,74,75,79,79,69,75,85,74,75,69,Right,26
Riqui Puig,78,70,67,76,82,56,52,81,78,80,51,Right,25
Julian Quiñones,78,88,78,70,78,36,83,81,69,65,95,Right,27
Predrag Rajković,78,77,76,74,81,25,79,42,73,32,61,Right,28
Jacob Ramsey,78,78,75,73,80,68,74,75,79,78,75,Right,23
Giacomo Raspadori,78,79,77,68,82,27,56,73,76,77,70,Right,24
Matheus Reis,78,77,55,70,77,78,83,60,76,76,84,Left,29
Thierry Correia,78,92,50,70,77,72,71,68,75,72,79,Right,25
Guillaume Restes,78,78,74,80,80,40,77,62,72,55,62,Left,19
Diego Rico,78,73,55,78,73,77,77,78,75,73,83,Left,31
Riquelme,78,78,75,75,81,49,52,76,75,76,56,Right,24
Marc Roca,78,61,65,75,74,72,73,77,75,79,60,Left,27
Kirian,78,68,75,75,77,72,73,79,72,73,72,Right,28
Sergio Romero,78,79,75,70,81,46,77,56,74,62,69,Right,37
Nicolò Rovella,78,77,63,76,77,75,73,77,74,74,70,Right,22
